ACCIDENT_INDEX,ACCIDENT_SEVERITY,SPEED_LIMIT,DAY_OF_WEEK
201597GD03411,Slight,30,Monday
201597GD03506,Slight,30,Monday
201597GD03510,Slight,30,Monday
201597GD03601,Slight,30,Friday
201597GD03606,Slight,30,Tuesday
201597GD03609,Slight,30,Wednesday
201597GD03612,Serious,30,Thursday
201597GD03708,Slight,30,Sunday
201597GD03709,Slight,30,Wednesday
201597GD03803,Slight,30,Wednesday
201597GD03809,Slight,30,Thursday
201597GD03810,Slight,30,Monday
201597GD03904,Slight,30,Saturday
201597GD03908,Slight,30,Saturday
201597GD04005,Slight,30,Friday
201597GD04008,Slight,30,Monday
201597GD04104,Slight,30,Monday
201597GD04105,Serious,30,Friday
201597GD04109,Slight,30,Friday
201597GD04111,Slight,30,Monday
201597GD04202,Slight,30,Friday
201597GD04207,Slight,30,Saturday
201597GD04303,Slight,30,Sunday
201597GD04304,Serious,30,Tuesday
201597GD04305,Slight,30,Thursday
201597GD04307,Serious,30,Saturday
201597GD04402,Slight,30,Wednesday
201597GD04404,Slight,30,Thursday
201597GD04406,Slight,30,Tuesday
201597GD04407,Slight,30,Saturday
201597GD04408,Slight,30,Saturday
201597GD04504,Slight,30,Thursday
201597GD04507,Slight,30,Sunday
201597GD04508,Slight,30,Wednesday
201597GD04509,Slight,30,Friday
201597GD04511,Slight,30,Tuesday
201597GD04512,Slight,30,Monday
201597GD04607,Serious,30,Wednesday
201597GD04611,Slight,30,Wednesday
201597GD04703,Slight,30,Tuesday
201597GD04707,Slight,50,Monday
201597GD04708,Slight,30,Sunday
201597GD04807,Slight,30,Tuesday
201597GD04811,Slight,30,Thursday
201597GD04812,Serious,30,Tuesday
201597GD04904,Slight,30,Sunday
201597GD04910,Slight,30,Saturday
201597GD05004,Slight,30,Wednesday
201597GD05007,Slight,30,Wednesday
201597GD05107,Slight,30,Thursday
201597GD05108,Slight,30,Monday
201597GD05109,Slight,30,Wednesday
201597GD05209,Slight,30,Wednesday
201597GD05210,Slight,30,Tuesday
201597GD05212,Slight,30,Thursday
201597GD05311,Slight,30,Sunday
201597GD05609,Slight,30,Monday
201597GD05612,Slight,30,Saturday
201597GD05807,Slight,30,Friday
201597GD06011,Slight,30,Wednesday
201597GD06212,Slight,30,Monday
201597GD70101,Slight,30,Thursday
201597GD70102,Serious,30,Thursday
201597GD70103,Slight,30,Sunday
201597GD70105,Slight,30,Thursday
201597GD70203,Slight,70,Tuesday
201597GD70204,Slight,50,Wednesday
201597GD70303,Slight,30,Friday
201597GD70312,Slight,70,Friday
201597GD70512,Slight,30,Saturday
201597GE00201,Slight,30,Sunday
201597GE00701,Slight,30,Wednesday
201597GE01001,Slight,30,Friday
201597GE01401,Slight,30,Friday
201597GE01701,Slight,30,Saturday
201597GE02101,Slight,30,Thursday
201597GE02801,Slight,30,Tuesday
201597GE03301,Slight,30,Wednesday
201597GE03501,Slight,30,Saturday
201597GE70101,Slight,30,Friday
201597GE70201,Fatal,30,Thursday
201597NA02501,Slight,70,Friday
201597NC01903,Slight,40,Monday
201697AB00104,Fatal,30,Friday
201697AB00105,Slight,30,Monday
201697AB00106,Slight,20,Wednesday
201697AB00107,Slight,30,Saturday
201697AB00109,Slight,20,Saturday
201697AB00201,Slight,30,Saturday
201697AB00202,Serious,30,Thursday
201697AB00207,Slight,20,Monday
201697AB00301,Slight,30,Sunday
201697AB00302,Slight,30,Friday
201697AB00303,Slight,30,Wednesday
201697AB00305,Slight,30,Tuesday
201697AB00310,Slight,30,Sunday
201697AB00409,Slight,20,Sunday
201697AB00505,Slight,30,Tuesday
201697AB00602,Slight,30,Sunday
201697AB00605,Slight,20,Wednesday
201697AB00609,Slight,30,Tuesday
201697AB00701,Slight,30,Saturday
201697AB00707,Serious,30,Thursday
201697AB00801,Slight,30,Saturday
201697AB00809,Slight,20,Thursday
201697AB00901,Serious,30,Tuesday
201697AB01002,Slight,30,Thursday
201697AB01008,Slight,20,Sunday
201697AB01010,Slight,30,Friday
201697AB01102,Slight,30,Thursday
201697AB01201,Slight,30,Wednesday
201697AB01202,Serious,30,Friday
201697AB01205,Slight,30,Friday
201697AB01305,Serious,30,Friday
201697AB01505,Slight,30,Monday
201697AB01510,Slight,30,Thursday
201697AB01602,Slight,30,Sunday
201697AB01605,Slight,30,Saturday
201697AB01701,Slight,30,Sunday
201697AB01704,Slight,30,Tuesday
201697AB01706,Serious,30,Friday
201697AB01707,Slight,30,Monday
201697AB01802,Slight,30,Saturday
201697AB01901,Serious,30,Tuesday
201697AB01902,Slight,30,Monday
201697AB01904,Slight,30,Wednesday
201697AB02009,Slight,20,Thursday
201697AB02103,Slight,30,Saturday
201697AB02201,Slight,30,Wednesday
201697AB02202,Slight,30,Thursday
201697AB02210,Slight,30,Monday
201697AB02306,Slight,30,Saturday
201697AB02308,Slight,30,Friday
201697AB02405,Slight,30,Thursday
201697AB02601,Slight,30,Sunday
201697AB02602,Slight,30,Monday
201697AB02603,Slight,30,Thursday
201697AB02606,Slight,30,Monday
201697AB02710,Slight,30,Friday
201697AB02803,Slight,30,Wednesday
201697AB02806,Slight,30,Tuesday
201697AB02906,Serious,30,Wednesday
201697AB02908,Slight,30,Friday
201697AB03004,Slight,30,Monday
201697AB03006,Slight,20,Sunday
201697AB03110,Slight,20,Sunday
201697AB03201,Slight,30,Friday
201697AB03202,Serious,30,Friday
201697AB03303,Slight,30,Sunday
201697AB03403,Slight,20,Tuesday
201697AB03405,Slight,30,Sunday
201697AB03503,Slight,20,Thursday
201697AB03804,Slight,20,Friday
201697AB03810,Slight,30,Saturday
201697AB03902,Slight,30,Saturday
201697AB03909,Slight,30,Thursday
201697AB04008,Serious,30,Wednesday
201697AB04103,Slight,30,Tuesday
201697AB04104,Slight,30,Thursday
201697AB04110,Slight,30,Monday
201697AB04502,Slight,30,Monday
201697AB04510,Slight,20,Thursday
201697AB04703,Slight,30,Wednesday
201697AB04705,Serious,30,Sunday
201697AB70102,Slight,50,Tuesday
201697AB70105,Slight,50,Sunday
201697AB70106,Slight,50,Thursday
201697AB70109,Serious,30,Sunday
201697AB70110,Serious,30,Monday
201697AB70202,Serious,30,Tuesday
201697AB70204,Slight,50,Monday
201697AB70210,Serious,30,Sunday
201697AB70301,Serious,30,Tuesday
201697AB70302,Slight,30,Friday
201697AB70304,Serious,30,Monday
201697AB70402,Serious,30,Saturday
201697AB70405,Fatal,50,Tuesday
201697AB70502,Slight,50,Wednesday
201697AB70610,Slight,50,Saturday
201697AB70704,Slight,20,Thursday
201697AC00103,Slight,30,Saturday
201697AC00106,Slight,30,Thursday
201697AC00107,Slight,30,Monday
201697AC00108,Slight,30,Tuesday
201697AC00109,Slight,30,Saturday
201697AC00110,Slight,30,Tuesday
201697AC00201,Slight,30,Wednesday
201697AC00205,Serious,20,Thursday
201697AC00402,Slight,60,Monday
201697AC00405,Slight,30,Tuesday
201697AC00410,Slight,30,Saturday
201697AC00502,Slight,30,Tuesday
201697AC00505,Slight,30,Tuesday
201697AC00601,Slight,30,Wednesday
201697AC00609,Slight,50,Wednesday
201697AC00804,Slight,70,Saturday
201697AC00807,Slight,30,Tuesday
201697AC00808,Slight,30,Thursday
201697AC00809,Serious,30,Tuesday
201697AC00902,Slight,70,Friday
201697AC00910,Slight,20,Thursday
201697AC01002,Slight,60,Monday
201697AC01102,Slight,30,Tuesday
201697AC01106,Serious,30,Saturday
201697AC01109,Slight,30,Saturday
201697AC01202,Slight,70,Friday
201697AC01206,Slight,30,Sunday
201697AC01207,Slight,20,Sunday
201697AC01402,Slight,30,Wednesday
201697AC01404,Slight,70,Thursday
201697AC01507,Slight,50,Sunday
201697AC01601,Serious,30,Friday
201697AC01602,Slight,30,Sunday
201697AC01603,Serious,30,Monday
201697AC01605,Slight,30,Sunday
201697AC01701,Slight,30,Sunday
201697AC01708,Slight,30,Tuesday
201697AC01709,Slight,30,Friday
201697AC01802,Slight,70,Tuesday
201697AC01808,Slight,30,Wednesday
201697AC01901,Slight,30,Wednesday
201697AC01908,Slight,30,Friday
201697AC02002,Slight,50,Tuesday
201697AC02003,Slight,30,Sunday
201697AC02005,Slight,50,Thursday
201697AC02101,Slight,30,Wednesday
201697AC02103,Slight,30,Thursday
201697AC02105,Slight,30,Friday
201697AC02209,Slight,30,Saturday
201697AC02408,Serious,30,Friday
201697AC02501,Slight,30,Thursday
201697AC02602,Slight,30,Monday
201697AC02704,Slight,30,Tuesday
201697AC03604,Slight,20,Thursday
201697AC70102,Slight,30,Thursday
201697AC70103,Slight,50,Tuesday
201697AC70108,Slight,50,Friday
201697AC70110,Slight,50,Thursday
201697AC70203,Serious,30,Friday
201697AC70204,Slight,50,Thursday
201697AC70303,Slight,50,Friday
201697AC70305,Slight,50,Saturday
201697AC70308,Serious,30,Monday
201697AC70309,Serious,50,Thursday
201697AC70310,Slight,50,Saturday
201697AC70403,Slight,50,Saturday
201697AC70404,Slight,30,Sunday
201697AC70405,Slight,50,Saturday
201697AC70406,Slight,50,Sunday
201697AC70408,Slight,50,Thursday
201697AC70409,Slight,50,Saturday
201697AC70502,Slight,50,Sunday
201697AC70503,Slight,50,Saturday
201697AC70504,Slight,50,Tuesday
201697AC70508,Slight,50,Monday
201697AC70603,Slight,50,Friday
201697AC70704,Slight,50,Thursday
201697AC70803,Slight,50,Friday
201697AC70804,Serious,30,Wednesday
201697AC70805,Slight,50,Monday
201697AC70809,Slight,50,Friday
201697AC70903,Slight,50,Wednesday
201697AD00105,Slight,30,Sunday
201697AD00106,Slight,30,Wednesday
201697AD00201,Slight,30,Sunday
201697AD00204,Slight,30,Saturday
201697AD00206,Slight,30,Wednesday
201697AD00303,Serious,30,Wednesday
201697AD00401,Slight,30,Tuesday
201697AD00407,Slight,30,Monday
201697AD00409,Slight,30,Sunday
201697AD00507,Slight,30,Monday
201697AD00601,Slight,30,Thursday
201697AD00701,Slight,30,Thursday
201697AD00804,Slight,30,Thursday
201697AD00806,Slight,30,Saturday
201697AD00906,Slight,30,Saturday
201697AD00909,Slight,30,Wednesday
201697AD01004,Slight,30,Saturday
201697AD01009,Slight,30,Tuesday
201697AD01101,Slight,30,Saturday
201697AD01102,Serious,30,Tuesday
201697AD01107,Slight,30,Saturday
201697AD01201,Slight,30,Sunday
201697AD01205,Slight,30,Saturday
201697AD01305,Slight,30,Sunday
201697AD01306,Slight,30,Tuesday
201697AD01401,Serious,30,Thursday
201697AD01406,Slight,30,Tuesday
201697AD01408,Slight,40,Monday
201697AD01504,Slight,30,Saturday
201697AD01506,Slight,30,Tuesday
201697AD01507,Slight,30,Monday
201697AD01610,Slight,30,Thursday
201697AD01707,Slight,30,Tuesday
201697AD01708,Serious,30,Wednesday
201697AD01810,Serious,30,Sunday
201697AD01901,Serious,30,Thursday
201697AD02002,Slight,30,Saturday
201697AD02003,Slight,30,Monday
201697AD02006,Slight,30,Thursday
201697AD02104,Slight,50,Wednesday
201697AD02109,Serious,30,Wednesday
201697AD02206,Slight,30,Sunday
201697AD02301,Slight,30,Tuesday
201697AD02306,Slight,30,Tuesday
201697AD02502,Slight,30,Monday
201697AD02510,Slight,30,Tuesday
201697AD02608,Slight,30,Saturday
201697AD02610,Slight,30,Wednesday
201697AD02803,Slight,30,Saturday
201697AD02805,Slight,30,Wednesday
201697AD02904,Slight,30,Wednesday
201697AD02905,Slight,30,Tuesday
201697AD02906,Slight,30,Thursday
201697AD03004,Slight,30,Thursday
201697AD03110,Slight,30,Sunday
201697AD03305,Slight,30,Sunday
201697AD03406,Slight,30,Thursday
201697AD03408,Slight,30,Thursday
201697AD03605,Slight,30,Monday
201697AD03702,Slight,30,Monday
201697AD03703,Serious,30,Tuesday
201697AD03706,Slight,30,Sunday
201697AD03710,Slight,30,Friday
201697AD03802,Slight,30,Tuesday
201697AD03807,Slight,30,Saturday
201697AD03809,Serious,30,Thursday
201697AD03901,Slight,30,Saturday
201697AD03903,Slight,30,Monday
201697AD03909,Slight,30,Thursday
201697AD04102,Slight,30,Wednesday
201697AD04209,Slight,30,Friday
201697AD04309,Slight,30,Friday
201697AD04310,Serious,30,Saturday
201697AD04401,Slight,30,Saturday
201697AD04408,Serious,30,Thursday
201697AD04502,Slight,30,Sunday
201697AD04508,Serious,30,Saturday
201697AD04509,Serious,30,Wednesday
201697AD05005,Slight,30,Tuesday
201697AD05402,Slight,30,Saturday
201697AD05408,Slight,30,Friday
201697AD70101,Slight,30,Saturday
201697AD70102,Slight,40,Monday
201697AD70105,Slight,30,Wednesday
201697AD70106,Slight,30,Monday
201697AD70109,Slight,40,Monday
201697AD70110,Serious,30,Friday
201697AD70201,Slight,30,Thursday
201697AD70206,Slight,30,Saturday
201697AD70207,Slight,30,Monday
201697AD70210,Slight,30,Wednesday
201697AD70301,Slight,30,Sunday
201697AE00107,Slight,30,Saturday
201697AE00108,Slight,30,Thursday
201697AE00201,Slight,30,Monday
201697AE00204,Slight,30,Saturday
201697AE00302,Slight,30,Thursday
201697AE00404,Slight,30,Tuesday
201697AE00501,Slight,30,Friday
201697AE00506,Slight,30,Sunday
201697AE00508,Slight,30,Monday
201697AE00607,Slight,30,Thursday
201697AE00706,Slight,30,Monday
201697AE00903,Slight,30,Wednesday
201697AE00905,Slight,30,Monday
201697AE01002,Slight,30,Wednesday
201697AE01003,Slight,30,Wednesday
201697AE01005,Slight,30,Thursday
201697AE01007,Slight,30,Thursday
201697AE01101,Serious,30,Wednesday
201697AE01108,Slight,30,Tuesday
201697AE01204,Slight,30,Tuesday
201697AE01305,Slight,30,Wednesday
201697AE01307,Serious,30,Sunday
201697AE01310,Slight,30,Tuesday
201697AE01405,Slight,30,Tuesday
201697AE01408,Slight,30,Wednesday
201697AE01502,Slight,30,Sunday
201697AE01506,Slight,30,Friday
201697AE01509,Slight,30,Saturday
201697AE01605,Slight,20,Wednesday
201697AE01609,Slight,30,Monday
201697AE01905,Slight,30,Monday
201697AE01906,Slight,30,Tuesday
201697AE01910,Serious,30,Sunday
201697AE02002,Slight,30,Thursday
201697AE02008,Slight,30,Thursday
201697AE02108,Slight,30,Sunday
201697AE02202,Slight,30,Friday
201697AE02203,Slight,30,Saturday
201697AE02205,Slight,30,Monday
201697AE02208,Serious,30,Saturday
201697AE02305,Slight,30,Tuesday
201697AE02306,Slight,30,Saturday
201697AE02308,Slight,30,Sunday
201697AE02402,Serious,30,Wednesday
201697AE02403,Slight,30,Tuesday
201697AE02502,Slight,30,Friday
201697AE02507,Fatal,30,Sunday
201697AE02602,Slight,30,Friday
201697AE02701,Slight,30,Wednesday
201697AE02705,Slight,30,Thursday
201697AE02803,Serious,30,Monday
201697AE03005,Slight,30,Sunday
201697AE03105,Slight,30,Friday
201697AE03207,Slight,30,Sunday
201697AE03301,Slight,30,Thursday
201697AE03901,Slight,30,Tuesday
201697AE70101,Serious,30,Monday
201697AE70107,Slight,30,Tuesday
201697BA00203,Slight,30,Thursday
201697BA00306,Slight,30,Thursday
201697BA00310,Slight,30,Monday
201697BA00405,Slight,30,Monday
201697BA00406,Slight,30,Saturday
201697BA00503,Slight,30,Friday
201697BA00505,Slight,30,Wednesday
201697BA00506,Slight,30,Friday
201697BA00507,Slight,50,Tuesday
201697BA00510,Serious,30,Thursday
201697BA00603,Serious,30,Saturday
201697BA00604,Slight,30,Wednesday
201697BA00605,Slight,30,Thursday
201697BA00607,Slight,30,Thursday
201697BA00704,Slight,30,Thursday
201697BA00706,Slight,30,Sunday
201697BA00707,Slight,30,Friday
201697BA00805,Slight,30,Tuesday
201697BA00807,Slight,30,Sunday
201697BA00808,Slight,30,Friday
201697BA00809,Slight,30,Monday
201697BA00901,Slight,30,Friday
201697BA00907,Slight,30,Sunday
201697BA01001,Slight,30,Saturday
201697BA01006,Serious,30,Saturday
201697BA01103,Slight,30,Wednesday
201697BA01107,Slight,30,Tuesday
201697BA01110,Slight,30,Saturday
201697BA01201,Slight,30,Monday
201697BA01205,Slight,30,Friday
201697BA01206,Slight,30,Friday
201697BA01301,Slight,70,Tuesday
201697BA01302,Slight,30,Monday
201697BA01304,Slight,30,Tuesday
201697BA01305,Slight,30,Saturday
201697BA01407,Slight,30,Wednesday
201697BA01504,Slight,30,Friday
201697BA01601,Slight,30,Thursday
201697BA01604,Slight,30,Sunday
201697BA01607,Slight,30,Thursday
201697BA01703,Slight,30,Friday
201697BA01705,Slight,30,Thursday
201697BA01706,Slight,30,Tuesday
201697BA01707,Slight,30,Thursday
201697BA01810,Slight,30,Friday
201697BA01901,Slight,30,Tuesday
201697BA01907,Slight,30,Thursday
201697BA01909,Slight,30,Thursday
201697BA02003,Slight,30,Monday
201697BA02006,Slight,30,Friday
201697BA02008,Slight,30,Wednesday
201697BA02010,Serious,30,Saturday
201697BA02110,Serious,30,Sunday
201697BA02207,Slight,30,Saturday
201697BA02303,Slight,30,Monday
201697BA02403,Slight,30,Wednesday
201697BA02405,Slight,30,Wednesday
201697BA02407,Slight,30,Wednesday
201697BA02503,Slight,30,Wednesday
201697BA02610,Slight,30,Monday
201697BA02707,Slight,30,Thursday
201697BA02801,Slight,30,Monday
201697BA02806,Slight,30,Friday
201697BA02807,Slight,30,Tuesday
201697BA02907,Serious,30,Saturday
201697BA02909,Slight,30,Saturday
201697BA03007,Slight,30,Sunday
201697BA03102,Slight,30,Monday
201697BA03407,Slight,30,Tuesday
201697BA03410,Slight,30,Saturday
201697BA03510,Slight,30,Saturday
201697BA03607,Slight,30,Wednesday
201697BA03706,Serious,30,Tuesday
201697BA03806,Slight,30,Thursday
201697BA03903,Slight,30,Tuesday
201697BA03906,Slight,30,Thursday
201697BA04303,Slight,30,Monday
201697BA04306,Slight,30,Sunday
201697BA04506,Serious,30,Saturday
201697BA70103,Slight,60,Thursday
201697BA70105,Serious,30,Friday
201697BA70106,Slight,30,Saturday
201697BA70107,Slight,30,Friday
201697BA70108,Slight,30,Friday
201697BA70109,Slight,30,Sunday
201697BA70201,Slight,30,Friday
201697BA70202,Slight,30,Friday
201697BA70204,Serious,30,Saturday
201697BA70305,Slight,40,Sunday
201697BA70306,Slight,70,Monday
201697BA70504,Slight,30,Sunday
201697BA70604,Slight,50,Thursday
201697BC00204,Slight,30,Sunday
201697BC00205,Slight,30,Saturday
201697BC00301,Slight,30,Friday
201697BC00307,Slight,30,Wednesday
201697BC00308,Slight,30,Tuesday
201697BC00401,Slight,30,Wednesday
201697BC00402,Slight,30,Friday
201697BC00503,Slight,30,Wednesday
201697BC00602,Slight,30,Friday
201697BC00701,Slight,30,Tuesday
201697BC00702,Slight,40,Monday
201697BC00704,Slight,30,Thursday
201697BC00705,Slight,30,Wednesday
201697BC00710,Slight,30,Wednesday
201697BC00802,Serious,30,Wednesday
201697BC00804,Slight,40,Thursday
201697BC00808,Slight,30,Saturday
201697BC00809,Slight,30,Tuesday
201697BC00908,Slight,40,Monday
201697BC00910,Slight,30,Sunday
201697BC01010,Slight,50,Wednesday
201697BC01103,Slight,30,Tuesday
201697BC01203,Slight,30,Wednesday
201697BC01204,Slight,30,Tuesday
201697BC01209,Slight,30,Tuesday
201697BC01301,Slight,30,Tuesday
201697BC01304,Slight,30,Tuesday
201697BC01406,Slight,70,Sunday
201697BC01506,Slight,30,Saturday
201697BC01507,Slight,30,Wednesday
201697BC01602,Slight,40,Tuesday
201697BC01604,Slight,30,Friday
201697BC01703,Serious,30,Saturday
201697BC01801,Slight,30,Wednesday
201697BC01803,Slight,30,Thursday
201697BC01804,Slight,30,Saturday
201697BC01806,Slight,30,Thursday
201697BC01901,Slight,50,Tuesday
201697BC01903,Serious,30,Tuesday
201697BC02006,Slight,30,Friday
201697BC02103,Slight,30,Wednesday
201697BC02104,Slight,30,Friday
201697BC02202,Slight,30,Friday
201697BC04805,Slight,30,Tuesday
201697BC70101,Serious,30,Friday
201697BC70103,Slight,50,Monday
201697BC70105,Slight,30,Tuesday
201697BC70106,Serious,30,Friday
201697BC70108,Serious,30,Friday
201697BC70109,Serious,40,Friday
201697BC70201,Serious,30,Tuesday
201697BC70303,Slight,50,Sunday
201697BD00110,Slight,30,Saturday
201697BD00203,Slight,20,Thursday
201697BD00303,Slight,30,Saturday
201697BD00307,Slight,30,Saturday
201697BD00308,Slight,30,Thursday
201697BD00402,Slight,40,Wednesday
201697BD00404,Slight,30,Thursday
201697BD00406,Slight,30,Sunday
201697BD00408,Slight,20,Friday
201697BD00501,Slight,30,Sunday
201697BD00601,Slight,30,Tuesday
201697BD00605,Slight,30,Monday
201697BD00608,Slight,30,Friday
201697BD00609,Slight,30,Tuesday
201697BD00610,Slight,30,Friday
201697BD00703,Slight,60,Monday
201697BD00707,Slight,30,Thursday
201697BD00708,Serious,30,Saturday
201697BD00803,Slight,30,Wednesday
201697BD00903,Slight,30,Friday
201697BD00904,Slight,30,Wednesday
201697BD01003,Slight,30,Tuesday
201697BD01006,Slight,30,Monday
201697BD01109,Slight,30,Wednesday
201697BD01204,Slight,30,Tuesday
201697BD01209,Slight,30,Thursday
201697BD01301,Slight,30,Friday
201697BD01303,Slight,30,Friday
201697BD01304,Slight,30,Monday
201697BD01305,Slight,30,Thursday
201697BD01404,Slight,30,Thursday
201697BD01601,Slight,70,Wednesday
201697BD01602,Serious,30,Saturday
201697BD01604,Slight,30,Tuesday
201697BD01702,Serious,30,Sunday
201697BD01706,Slight,60,Friday
201697BD01906,Slight,30,Friday
201697BD01908,Slight,30,Thursday
201697BD01909,Slight,30,Wednesday
201697BD01910,Slight,30,Sunday
201697BD02010,Slight,30,Monday
201697BD02103,Slight,30,Tuesday
201697BD02106,Slight,30,Saturday
201697BD02207,Slight,30,Friday
201697BD02402,Serious,30,Friday
201697BD02403,Slight,30,Sunday
201697BD02405,Slight,30,Tuesday
201697BD02502,Slight,70,Tuesday
201697BD02505,Slight,70,Tuesday
201697BD02506,Slight,30,Monday
201697BD02507,Slight,30,Tuesday
201697BD02603,Slight,30,Wednesday
201697BD02604,Slight,30,Tuesday
201697BD02607,Slight,30,Wednesday
201697BD02704,Serious,30,Tuesday
201697BD02710,Slight,30,Friday
201697BD02807,Serious,30,Thursday
201697BD02808,Slight,30,Wednesday
201697BD02810,Slight,30,Sunday
201697BD02905,Slight,30,Friday
201697BD02906,Slight,30,Wednesday
201697BD03003,Slight,30,Thursday
201697BD03109,Slight,30,Saturday
